event,fighter_1,fighter_2,result,event_id,cc_match,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC 1: The Beginning,Gerard Gordeau,Teila Tuli,win,1,1,1000.0,1000.0,1020.0,980.0
UFC 1: The Beginning,Kevin Rosier,Zane Frazier,win,1,2,1000.0,1000.0,1020.0,980.0
UFC 1: The Beginning,Royce Gracie,Art Jimmerson,win,1,3,1000.0,1000.0,1020.0,980.0
UFC 1: The Beginning,Ken Shamrock,Patrick Smith,win,1,4,1000.0,1000.0,1020.0,980.0
UFC 1: The Beginning,Gerard Gordeau,Kevin Rosier,win,1,5,1020.0,1020.0,1040.0,1000.0
UFC 1: The Beginning,Royce Gracie,Ken Shamrock,win,1,6,1020.0,1020.0,1040.0,1000.0
UFC 1: The Beginning,Jason DeLucia,Trent Jenkins,win,1,7,1000.0,1000.0,1020.0,980.0
UFC 1: The Beginning,Royce Gracie,Gerard Gordeau,win,1,8,1040.0,1040.0,1060.0,1020.0
UFC 2: No Way Out,Scott Morris,Sean Daugherty,win,2,9,1000.0,1000.0,1020.0,980.0
UFC 2: No Way Out,Patrick Smith,Ray Wizard,win,2,10,980.0,1000.0,1001.15,978.85
UFC 2: No Way Out,Johnny Rhodes,David Levicki,win,2,11,1000.0,1000.0,1020.0,980.0
UFC 2: No Way Out,Frank Hamaker,Thaddeus Luster,win,2,12,1000.0,1000.0,1020.0,980.0
UFC 2: No Way Out,Orlando Wiet,Robert Lucarelli,win,2,13,1000.0,1000.0,1020.0,980.0
UFC 2: No Way Out,Remco Pardoel,Alberta Cerra Leon,win,2,14,1000.0,1000.0,1020.0,980.0
UFC 2: No Way Out,Jason DeLucia,Scott Baker,win,2,15,1020.0,1000.0,1038.85,981.15
UFC 2: No Way Out,Royce Gracie,Minoki Ichihara,win,2,16,1060.0,1000.0,1076.58,983.42
UFC 2: No Way Out,Patrick Smith,Scott Morris,win,2,17,1001.15,1020.0,1022.23,998.92
UFC 2: No Way Out,Johnny Rhodes,Fred Ettish,win,2,18,1020.0,1000.0,1038.85,981.15
UFC 2: No Way Out,Remco Pardoel,Orlando Wiet,win,2,19,1020.0,1020.0,1040.0,1000.0
UFC 2: No Way Out,Royce Gracie,Jason DeLucia,win,2,20,1076.58,1038.85,1094.42,1021.01
UFC 2: No Way Out,Patrick Smith,Johnny Rhodes,win,2,21,1022.23,1038.85,1043.19,1017.89
UFC 2: No Way Out,Royce Gracie,Remco Pardoel,win,2,22,1094.42,1040.0,1111.31,1023.11
UFC 2: No Way Out,Royce Gracie,Patrick Smith,win,2,23,1111.31,1043.19,1127.44,1027.06
UFC 3: The American Dream,Keith Hackney,Emmanuel Yarborough,win,3,24,1000.0,1000.0,1020.0,980.0
UFC 3: The American Dream,Ken Shamrock,Christophe Leninger,win,3,25,1000.0,1000.0,1020.0,980.0
UFC 3: The American Dream,Harold Howard,Roland Payne,win,3,26,1000.0,1000.0,1020.0,980.0
UFC 3: The American Dream,Royce Gracie,Kimo Leopoldo,win,3,27,1127.44,1000.0,1140.42,987.02
UFC 3: The American Dream,Ken Shamrock,Felix Lee Mitchell,win,3,28,1020.0,1000.0,1038.85,981.15
UFC 3: The American Dream,Steve Jennum,Harold Howard,win,3,29,1000.0,1020.0,1021.15,998.85
UFC 4: Revenge of the Warriors,Joe Charles,Kevin Rosier,win,4,30,1000.0,1000.0,1020.0,980.0
UFC 4: Revenge of the Warriors,Marcus Bossett,Eldo Xavier Dias,win,4,31,1000.0,1000.0,1020.0,980.0
UFC 4: Revenge of the Warriors,Guy Mezger,Jason Fairn,win,4,32,1000.0,1000.0,1020.0,980.0
UFC 4: Revenge of the Warriors,Royce Gracie,Ron van Clief,win,4,33,1140.42,1000.0,1152.75,987.67
UFC 4: Revenge of the Warriors,Keith Hackney,Joe Son,win,4,34,1020.0,1000.0,1038.85,981.15
UFC 4: Revenge of the Warriors,Steve Jennum,Melton Bowen,win,4,35,1021.15,1000.0,1039.93,981.22
UFC 4: Revenge of the Warriors,Dan Severn,Anthony Macias,win,4,36,1000.0,1000.0,1020.0,980.0
UFC 4: Revenge of the Warriors,Royce Gracie,Keith Hackney,win,4,37,1152.75,1038.85,1166.42,1025.18
UFC 4: Revenge of the Warriors,Dan Severn,Marcus Bossett,win,4,38,1020.0,1020.0,1040.0,1000.0
UFC 4: Revenge of the Warriors,Royce Gracie,Dan Severn,win,4,39,1166.42,1040.0,1179.45,1026.97
UFC 5: The Return of the Beast,Dave Beneteau,Asbel Cancio,win,5,40,1000.0,1000.0,1020.0,980.0
UFC 5: The Return of the Beast,Guy Mezger,John Dowdy,win,5,41,1020.0,1000.0,1038.85,981.15
UFC 5: The Return of the Beast,Jon Hess,Andy Anderson,win,5,42,1000.0,1000.0,1020.0,980.0
UFC 5: The Return of the Beast,Todd Medina,Larry Cureton,win,5,43,1000.0,1000.0,1020.0,980.0
UFC 5: The Return of the Beast,Oleg Taktarov,Ernie Verdicia,win,5,44,1000.0,1000.0,1020.0,980.0
UFC 5: The Return of the Beast,Dan Severn,Joe Charles,win,5,45,1026.97,1020.0,1046.57,1000.4
UFC 5: The Return of the Beast,Dave Beneteau,Todd Medina,win,5,46,1020.0,1020.0,1040.0,1000.0
UFC 5: The Return of the Beast,Dan Severn,Oleg Taktarov,win,5,47,1046.57,1020.0,1065.04,1001.53
UFC 5: The Return of the Beast,Ken Shamrock,Royce Gracie,draw,5,48,1038.85,1179.45,1052.69,1165.61
UFC 5: The Return of the Beast,Dan Severn,Dave Beneteau,win,5,49,1065.04,1040.0,1083.6,1021.44
UFC 6: Clash of the Titans,Joel Sutton,Jack McGlaughlin,win,6,50,1000.0,1000.0,1020.0,980.0
UFC 6: Clash of the Titans,Anthony Macias,He-Man Gipson,win,6,51,980.0,1000.0,1001.15,978.85
UFC 6: Clash of the Titans,David Abbott,John Matua,win,6,52,1000.0,1000.0,1020.0,980.0
UFC 6: Clash of the Titans,Paul Varelans,Cal Worsham,win,6,53,1000.0,1000.0,1020.0,980.0
UFC 6: Clash of the Titans,Patrick Smith,Rudyard Moncayo,win,6,54,1027.06,1000.0,1045.51,981.55
UFC 6: Clash of the Titans,Oleg Taktarov,Dave Beneteau,win,6,55,1001.53,1021.44,1022.67,1000.3
UFC 6: Clash of the Titans,David Abbott,Paul Varelans,win,6,56,1020.0,1020.0,1040.0,1000.0
UFC 6: Clash of the Titans,Oleg Taktarov,Anthony Macias,win,6,57,1022.67,1001.15,1041.43,982.39
UFC 6: Clash of the Titans,Ken Shamrock,Dan Severn,win,6,58,1052.69,1083.6,1074.46,1061.83
UFC 6: Clash of the Titans,Oleg Taktarov,David Abbott,win,6,59,1041.43,1040.0,1061.35,1020.08
UFC 7: The Brawl in Buffalo,Joel Sutton,Geza Kalman,win,7,60,1020.0,1000.0,1038.85,981.15
UFC 7: The Brawl in Buffalo,Onassis Parungao,Francesco Maturi,win,7,61,1000.0,1000.0,1020.0,980.0
UFC 7: The Brawl in Buffalo,Scott Bessac,David Hood,win,7,62,1000.0,1000.0,1020.0,980.0
UFC 7: The Brawl in Buffalo,Paul Varelans,Gerry Harris,win,7,63,1000.0,1000.0,1020.0,980.0
UFC 7: The Brawl in Buffalo,Mark Hall,Harold Howard,win,7,64,1000.0,998.85,1019.93,978.92
UFC 7: The Brawl in Buffalo,Remco Pardoel,Ryan Parker,win,7,65,1023.11,1000.0,1041.78,981.33
UFC 7: The Brawl in Buffalo,Marco Ruas,Larry Cureton,win,7,66,1000.0,980.0,1018.85,961.15
UFC 7: The Brawl in Buffalo,Paul Varelans,Mark Hall,win,7,67,1020.0,1019.93,1040.0,999.93
UFC 7: The Brawl in Buffalo,Marco Ruas,Remco Pardoel,win,7,68,1018.85,1041.78,1040.17,1020.46
UFC 7: The Brawl in Buffalo,Ken Shamrock,Oleg Taktarov,draw,7,69,1074.46,1061.35,1084.08,1051.73
UFC 7: The Brawl in Buffalo,Marco Ruas,Paul Varelans,win,7,70,1040.17,1040.0,1060.16,1020.01
UFC - Ultimate Ultimate '95,Joe Charles,Scott Bessac,win,8,71,1000.4,1020.0,1021.53,998.87
UFC - Ultimate Ultimate '95,Mark Hall,Trent Jenkins,win,8,72,999.93,980.0,1018.78,961.15
UFC - Ultimate Ultimate '95,David Abbott,Steve Jennum,win,8,73,1020.08,1039.93,1041.22,1018.79
UFC - Ultimate Ultimate '95,Dan Severn,Paul Varelans,win,8,74,1061.83,1020.01,1079.43,1002.41
UFC - Ultimate Ultimate '95,Marco Ruas,Keith Hackney,win,8,75,1060.16,1025.18,1078.15,1007.19
UFC - Ultimate Ultimate '95,Oleg Taktarov,Dave Beneteau,win,8,76,1051.73,1000.3,1068.79,983.24
UFC - Ultimate Ultimate '95,Dan Severn,David Abbott,win,8,77,1079.43,1041.22,1097.24,1023.41
UFC - Ultimate Ultimate '95,Oleg Taktarov,Marco Ruas,win,8,78,1068.79,1078.15,1089.33,1057.61
UFC - Ultimate Ultimate '95,Dan Severn,Oleg Taktarov,win,8,79,1097.24,1089.33,1116.78,1069.79
UFC 8: David vs Goliath,Sam Adkins,Keith Mielke,win,9,80,1000.0,1000.0,1020.0,980.0
UFC 8: David vs Goliath,Don Frye,Thomas Ramirez,win,9,81,1000.0,1000.0,1020.0,980.0
UFC 8: David vs Goliath,Paul Varelans,Joe Moreira,win,9,82,1002.41,1000.0,1022.27,980.14
UFC 8: David vs Goliath,Jerry Bohlander,Scott Ferrozzo,win,9,83,1000.0,1000.0,1020.0,980.0
UFC 8: David vs Goliath,Gary Goodridge,Paul Herrera,win,9,84,1000.0,1000.0,1020.0,980.0
UFC 8: David vs Goliath,Don Frye,Sam Adkins,win,9,85,1020.0,1020.0,1040.0,1000.0
UFC 8: David vs Goliath,Gary Goodridge,Jerry Bohlander,win,9,86,1020.0,1020.0,1040.0,1000.0
UFC 8: David vs Goliath,Ken Shamrock,Kimo Leopoldo,win,9,87,1084.08,987.02,1098.63,972.47
UFC 8: David vs Goliath,Don Frye,Gary Goodridge,win,9,88,1040.0,1040.0,1060.0,1020.0
UFC 9: Motor City Madness,Steve Nelmark,Tai Bowden,win,10,89,1000.0,1000.0,1020.0,980.0
UFC 9: Motor City Madness,Cal Worsham,Zane Frazier,win,10,90,980.0,980.0,1000.0,960.0
UFC 9: Motor City Madness,Rafael Carino,Matt Andersen,win,10,91,1000.0,1000.0,1020.0,980.0
UFC 9: Motor City Madness,Mark Schultz,Gary Goodridge,win,10,92,1000.0,1020.0,1021.15,998.85
UFC 9: Motor City Madness,Mark Hall,Koji Kitao,win,10,93,1018.78,1000.0,1037.7,981.08
UFC 9: Motor City Madness,Don Frye,Amaury Bitetti,win,10,94,1060.0,1000.0,1076.58,983.42
UFC 9: Motor City Madness,Dan Severn,Ken Shamrock,win,10,95,1116.78,1098.63,1135.74,1079.67
UFC 10: The Tournament,Geza Kalman,Dieusel Berto,win,11,96,981.15,1000.0,1002.23,978.92
UFC 10: The Tournament,Sam Adkins,Felix Lee Mitchell,win,11,97,1000.0,981.15,1018.92,962.23
UFC 10: The Tournament,Don Frye,Mark Hall,win,11,98,1076.58,1037.7,1094.35,1019.93
UFC 10: The Tournament,Brian Johnston,Scott Fiedler,win,11,99,1000.0,1000.0,1020.0,980.0
UFC 10: The Tournament,Mark Coleman,Moti Horenstein,win,11,100,1000.0,1000.0,1020.0,980.0
UFC 10: The Tournament,Gary Goodridge,John Campetella,win,11,101,998.85,1000.0,1018.92,979.93
UFC 10: The Tournament,Don Frye,Brian Johnston,win,11,102,1094.35,1020.0,1110.13,1004.22
UFC 10: The Tournament,Mark Coleman,Gary Goodridge,win,11,103,1020.0,1018.92,1039.94,998.98
UFC 10: The Tournament,Mark Coleman,Don Frye,win,11,104,1039.94,1110.13,1063.93,1086.14
UFC 11: The Proving Ground,Scott Ferrozzo,Sam Fulton,win,12,105,980.0,1000.0,1001.15,978.85
UFC 11: The Proving Ground,Roberto Traven,Dave Berry,win,12,106,1000.0,1000.0,1020.0,980.0
UFC 11: The Proving Ground,Mark Coleman,Julian Sanchez,win,12,107,1063.93,1000.0,1080.29,983.64
UFC 11: The Proving Ground,Brian Johnston,Reza Nasri,win,12,108,1004.22,1000.0,1023.98,980.24
UFC 11: The Proving Ground,David Abbott,Sam Adkins,win,12,109,1023.41,1018.92,1043.15,999.18
UFC 11: The Proving Ground,Jerry Bohlander,Fabio Gurgel,win,12,110,1000.0,1000.0,1020.0,980.0
UFC 11: The Proving Ground,Mark Coleman,Brian Johnston,win,12,111,1080.29,1023.98,1097.08,1007.19
UFC 11: The Proving Ground,Scott Ferrozzo,David Abbott,win,12,112,1001.15,1043.15,1023.56,1020.74
UFC - Ultimate Ultimate '96,Mark Hall,Felix Lee Mitchell,win,13,113,1019.93,962.23,1036.64,945.52
UFC - Ultimate Ultimate '96,Steve Nelmark,Marcus Bossett,win,13,114,1020.0,1000.0,1038.85,981.15
UFC - Ultimate Ultimate '96,Tai Bowden,Jack Nilson,win,13,115,980.0,1000.0,1001.15,978.85
UFC - Ultimate Ultimate '96,Don Frye,Gary Goodridge,win,13,116,1086.14,998.98,1101.23,983.89
UFC - Ultimate Ultimate '96,David Abbott,Cal Worsham,win,13,117,1020.74,1000.0,1039.55,981.19
UFC - Ultimate Ultimate '96,Kimo Leopoldo,Paul Varelans,win,13,118,972.47,1022.27,995.32,999.42
UFC - Ultimate Ultimate '96,Ken Shamrock,Brian Johnston,win,13,119,1079.67,1007.19,1095.56,991.3
UFC - Ultimate Ultimate '96,Don Frye,Mark Hall,win,13,120,1101.23,1036.64,1117.55,1020.32
UFC - Ultimate Ultimate '96,David Abbott,Steve Nelmark,win,13,121,1039.55,1038.85,1059.51,1018.89
UFC - Ultimate Ultimate '96,Don Frye,David Abbott,win,13,122,1117.55,1059.51,1134.24,1042.82
UFC 12: Judgement Day,Nick Sanzo,Jackie Lee,win,14,123,1000.0,1000.0,1020.0,980.0
UFC 12: Judgement Day,Justin Martin,Eric Martin,win,14,124,1000.0,1000.0,1020.0,980.0
UFC 12: Judgement Day,Jerry Bohlander,Rainy Martinez,win,14,125,1020.0,1000.0,1038.85,981.15
UFC 12: Judgement Day,Yoshiki Takahashi,Wallid Ismail,win,14,126,1000.0,1000.0,1020.0,980.0
UFC 12: Judgement Day,Scott Ferrozzo,Jim Mullen,win,14,127,1023.56,1000.0,1042.21,981.35
UFC 12: Judgement Day,Vitor Belfort,Tra Telligman,win,14,128,1000.0,1000.0,1020.0,980.0
UFC 12: Judgement Day,Jerry Bohlander,Nick Sanzo,win,14,129,1038.85,1020.0,1057.77,1001.08
UFC 12: Judgement Day,Vitor Belfort,Scott Ferrozzo,win,14,130,1020.0,1042.21,1041.28,1020.93
UFC 12: Judgement Day,Mark Coleman,Dan Severn,win,14,131,1097.08,1135.74,1119.3,1113.52
UFC 13: The Ultimate Force,Tito Ortiz,Wes Albritton,win,15,132,1000.0,1000.0,1020.0,980.0
UFC 13: The Ultimate Force,Jack Nilson,Saeed Hosseini,win,15,133,978.85,1000.0,1000.07,978.78
UFC 13: The Ultimate Force,Guy Mezger,Christophe Leninger,win,15,134,1038.85,980.0,1055.49,963.36
UFC 13: The Ultimate Force,Enson Inoue,Royce Alger,win,15,135,1000.0,1000.0,1020.0,980.0
UFC 13: The Ultimate Force,Steven Graham,Dmitri Stepanov,win,15,136,1000.0,1000.0,1020.0,980.0
UFC 13: The Ultimate Force,Randy Couture,Tony Halme,win,15,137,1000.0,1000.0,1020.0,980.0
UFC 13: The Ultimate Force,Guy Mezger,Tito Ortiz,win,15,138,1055.49,1020.0,1073.45,1002.04
UFC 13: The Ultimate Force,Randy Couture,Steven Graham,win,15,139,1020.0,1020.0,1040.0,1000.0
UFC 13: The Ultimate Force,Vitor Belfort,David Abbott,win,15,140,1041.28,1042.82,1061.37,1022.73
UFC 14: Showdown,Tony Fryklund,Donnie Chappell,win,16,141,1000.0,1000.0,1020.0,980.0
UFC 14: Showdown,Alex Hunter,Sam Fulton,win,16,142,1000.0,978.85,1018.78,960.07
UFC 14: Showdown,Joe Moreira,Yuri Vaulin,win,16,143,980.14,1000.0,1001.28,978.86
UFC 14: Showdown,Kevin Jackson,Todd Butler,win,16,144,1000.0,1000.0,1020.0,980.0
UFC 14: Showdown,Mark Kerr,Moti Horenstein,win,16,145,1000.0,980.0,1018.85,961.15
UFC 14: Showdown,Dan Bobish,Brian Johnston,win,16,146,1000.0,991.3,1019.5,971.8
UFC 14: Showdown,Kevin Jackson,Tony Fryklund,win,16,147,1020.0,1020.0,1040.0,1000.0
UFC 14: Showdown,Mark Kerr,Dan Bobish,win,16,148,1018.85,1019.5,1038.89,999.46
UFC 14: Showdown,Maurice Smith,Mark Coleman,win,16,149,1000.0,1119.3,1026.61,1092.69
UFC 15: Collision Course,Alex Hunter,Harry Moskowitz,win,17,150,1018.78,1000.0,1037.7,981.08
UFC 15: Collision Course,Dwayne Cason,Houston Dorr,win,17,151,1000.0,1000.0,1020.0,980.0
UFC 15: Collision Course,Mark Kerr,Greg Stott,win,17,152,1038.89,1000.0,1056.66,982.23
UFC 15: Collision Course,Dave Beneteau,Carlos Barreto,win,17,153,983.24,1000.0,1004.2,979.04
UFC 15: Collision Course,Randy Couture,Vitor Belfort,win,17,154,1040.0,1061.37,1061.23,1040.14
UFC 15: Collision Course,Mark Kerr,Dwayne Cason,win,17,155,1056.66,1020.0,1074.56,1002.1
UFC 15: Collision Course,Maurice Smith,David Abbott,win,17,156,1026.61,1022.73,1046.39,1002.95
UFC - Ultimate Japan,Tra Telligman,Brad Kohler,win,18,157,980.0,1000.0,1001.15,978.85
UFC - Ultimate Japan,David Abbott,Yoji Anjo,win,18,158,1002.95,1000.0,1022.78,980.17
UFC - Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,nc,18,159,1000.0,1000.0,1000.0,1000.0
UFC - Ultimate Japan,Frank Shamrock,Kevin Jackson,win,18,160,1000.0,1040.0,1022.29,1017.71
UFC - Ultimate Japan,Vitor Belfort,Joe Charles,win,18,161,1040.14,1021.53,1059.07,1002.6
UFC - Ultimate Japan,Kazushi Sakuraba,Marcus Silveira,win,18,162,1000.0,1000.0,1020.0,980.0
UFC - Ultimate Japan,Randy Couture,Maurice Smith,win,18,163,1061.23,1046.39,1080.38,1027.24
UFC 16: Battle in the Bayou,Laverne Clark,Josh Stuart,win,19,164,1000.0,1000.0,1020.0,980.0
UFC 16: Battle in the Bayou,Chris Brennan,Courtney Turner,win,19,165,1000.0,1000.0,1020.0,980.0
UFC 16: Battle in the Bayou,Mikey Burnett,Eugenio Tadeu,win,19,166,1000.0,1000.0,1020.0,980.0
UFC 16: Battle in the Bayou,Pat Miletich,Townsend Saunders,win,19,167,1000.0,1000.0,1020.0,980.0
UFC 16: Battle in the Bayou,Jerry Bohlander,Kevin Jackson,win,19,168,1057.77,1017.71,1075.47,1000.01
UFC 16: Battle in the Bayou,Pat Miletich,Chris Brennan,win,19,169,1020.0,1020.0,1040.0,1000.0
UFC 16: Battle in the Bayou,Tsuyoshi Kohsaka,Kimo Leopoldo,win,19,170,1000.0,995.32,1019.73,975.59
UFC 16: Battle in the Bayou,Frank Shamrock,Igor Zinoviev,win,19,171,1022.29,1000.0,1041.01,981.28
UFC 17: Redemption,Chuck Liddell,Noe Hernandez,win,20,172,1000.0,1000.0,1020.0,980.0
UFC 17: Redemption,Andre Roberts,Harry Moskowitz,win,20,173,1000.0,981.08,1018.91,962.17
UFC 17: Redemption,Dan Henderson,Allan Goes,win,20,174,1000.0,1000.0,1020.0,980.0
UFC 17: Redemption,Carlos Newton,Bob Gilstrap,win,20,175,1000.0,1000.0,1020.0,980.0
UFC 17: Redemption,Mike van Arsdale,Joe Pardo,win,20,176,1000.0,1000.0,1020.0,980.0
UFC 17: Redemption,David Abbott,Hugo Duarte,win,20,177,1022.78,1000.0,1041.47,981.31
UFC 17: Redemption,Dan Henderson,Carlos Newton,win,20,178,1020.0,1020.0,1040.0,1000.0
UFC 17: Redemption,Pete Williams,Mark Coleman,win,20,179,1000.0,1092.69,1025.21,1067.48
UFC 17: Redemption,Frank Shamrock,Jeremy Horn,win,20,180,1041.01,1000.0,1058.66,982.35
UFC - Ultimate Brazil,Cesar Marscucci,Paulo Santos,win,21,181,1000.0,1000.0,1020.0,980.0
UFC - Ultimate Brazil,Tulio Palhares,Adriano Santos,win,21,182,1000.0,1000.0,1020.0,980.0
UFC - Ultimate Brazil,Ebenezer Fontes Braga,Jeremy Horn,win,21,183,1000.0,982.35,1018.98,963.37
UFC - Ultimate Brazil,Tsuyoshi Kohsaka,Pete Williams,win,21,184,1019.73,1025.21,1040.05,1004.89
UFC - Ultimate Brazil,Pat Miletich,Mikey Burnett,win,21,185,1040.0,1020.0,1058.85,1001.15
UFC - Ultimate Brazil,Pedro Rizzo,David Abbott,win,21,186,1000.0,1041.47,1022.38,1019.09
UFC - Ultimate Brazil,Vitor Belfort,Wanderlei Silva,win,21,187,1059.07,1000.0,1075.7,983.37
UFC - Ultimate Brazil,Frank Shamrock,John Lober,win,21,188,1058.66,1000.0,1075.31,983.35
UFC 18: The Road to the Heavyweight Title,Laverne Clark,Frank Caracci,win,22,189,1020.0,1000.0,1038.85,981.15
UFC 18: The Road to the Heavyweight Title,Evan Tanner,Darrel Gholar,win,22,190,1000.0,1000.0,1020.0,980.0
UFC 18: The Road to the Heavyweight Title,Mikey Burnett,Townsend Saunders,win,22,191,1001.15,980.0,1019.93,961.22
UFC 18: The Road to the Heavyweight Title,Tito Ortiz,Jerry Bohlander,win,22,192,1002.04,1075.47,1026.21,1051.3
UFC 18: The Road to the Heavyweight Title,Pedro Rizzo,Mark Coleman,win,22,193,1022.38,1067.48,1044.96,1044.9
UFC 18: The Road to the Heavyweight Title,Pat Miletich,Jorge Patino,win,22,194,1058.85,1000.0,1075.49,983.36
UFC 18: The Road to the Heavyweight Title,Bas Rutten,Tsuyoshi Kohsaka,win,22,195,1000.0,1040.05,1022.3,1017.75
UFC 19: Ultimate Young Guns,Sione Latu,Joey Roberts,win,23,196,1000.0,1000.0,1020.0,980.0
UFC 19: Ultimate Young Guns,Pete Williams,Jason Godsey,win,23,197,1004.89,1000.0,1024.61,980.28
UFC 19: Ultimate Young Guns,Evan Tanner,Valeri Ignatov,win,23,198,1020.0,1000.0,1038.85,981.15
UFC 19: Ultimate Young Guns,Kevin Randleman,Maurice Smith,win,23,199,1000.0,1027.24,1021.56,1005.68
UFC 19: Ultimate Young Guns,Jeremy Horn,Chuck Liddell,win,23,200,963.37,1020.0,986.6,996.77
UFC 19: Ultimate Young Guns,Gary Goodridge,Andre Roberts,win,23,201,983.89,1018.91,1005.9,996.9
UFC 19: Ultimate Young Guns,Tito Ortiz,Guy Mezger,win,23,202,1026.21,1073.45,1048.91,1050.75
UFC 20: Battle for the Gold,Ron Waterman,Chris Condo,win,24,203,1000.0,1000.0,1020.0,980.0
UFC 20: Battle for the Gold,Laverne Clark,Fabiano Iha,win,24,204,1038.85,1000.0,1056.62,982.23
UFC 20: Battle for the Gold,Marcelo Mello,David Roberts,win,24,205,1000.0,1000.0,1020.0,980.0
UFC 20: Battle for the Gold,Wanderlei Silva,Tony Petarra,win,24,206,983.37,1000.0,1004.33,979.04
UFC 20: Battle for the Gold,Pete Williams,Travis Fulton,win,24,207,1024.61,1000.0,1043.2,981.41
UFC 20: Battle for the Gold,Pedro Rizzo,Tra Telligman,win,24,208,1044.96,1001.15,1062.45,983.66
UFC 20: Battle for the Gold,Bas Rutten,Kevin Randleman,win,24,209,1022.3,1021.56,1042.26,1001.6
UFC 21: Return of the Champions,Travis Fulton,David Dodd,win,25,210,981.41,1000.0,1002.48,978.93
UFC 21: Return of the Champions,Andre Roberts,Ron Waterman,win,25,211,996.9,1020.0,1018.23,998.67
UFC 21: Return of the Champions,Eugene Jackson,Royce Alger,win,25,212,1000.0,980.0,1018.85,961.15
UFC 21: Return of the Champions,Tsuyoshi Kohsaka,Tim Lajcik,win,25,213,1017.75,1000.0,1036.73,981.02
UFC 21: Return of the Champions,Paul Jones,Flavio Luiz Moura,win,25,214,1000.0,1000.0,1020.0,980.0
UFC 21: Return of the Champions,Jeremy Horn,Daiju Takase,win,25,215,986.6,1000.0,1007.37,979.23
UFC 21: Return of the Champions,Pat Miletich,Andre Pederneiras,win,25,216,1075.49,1000.0,1091.21,984.28
UFC 21: Return of the Champions,Maurice Smith,Marco Ruas,win,25,217,1005.68,1057.61,1028.65,1034.64
UFC 22: Only One Can be Champion,Jens Pulver,Alfonso Alcarez,draw,26,218,1000.0,1000.0,1010.0,990.0
UFC 22: Only One Can be Champion,John Lewis,Lowell Anderson,win,26,219,1000.0,1000.0,1020.0,980.0
UFC 22: Only One Can be Champion,Matt Hughes,Valeri Ignatov,win,26,220,1000.0,981.15,1018.92,962.23
UFC 22: Only One Can be Champion,Chuck Liddell,Paul Jones,win,26,221,996.77,1020.0,1018.11,998.66
UFC 22: Only One Can be Champion,Brad Kohler,Steve Judson,win,26,222,978.85,1000.0,1000.07,978.78
UFC 22: Only One Can be Champion,Jeremy Horn,Jason Godsey,win,26,223,1007.37,980.28,1025.81,961.84
UFC 22: Only One Can be Champion,Tim Lajcik,Ron Waterman,draw,26,224,981.02,998.67,991.53,988.16
UFC 22: Only One Can be Champion,Frank Shamrock,Tito Ortiz,win,26,225,1075.31,1048.91,1093.79,1030.43
UFC 23: Ultimate Japan 2,Katsuhisa Fujii,Masutatsu Yano,win,27,226,1000.0,1000.0,1020.0,980.0
UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Daiju Takase,win,27,227,1000.0,979.23,1018.81,960.42
UFC 23: Ultimate Japan 2,Eugene Jackson,Keiichiro Yamamiya,win,27,228,1018.85,1000.0,1037.77,981.08
UFC 23: Ultimate Japan 2,Joe Slick,Jason DeLucia,win,27,229,1000.0,1021.01,1021.21,999.8
UFC 23: Ultimate Japan 2,Kenichi Yamamoto,Katsuhisa Fujii,win,27,230,1018.81,1020.0,1038.88,999.93
UFC 23: Ultimate Japan 2,Pedro Rizzo,Tsuyoshi Kohsaka,win,27,231,1062.45,1036.73,1080.97,1018.21
UFC 23: Ultimate Japan 2,Kevin Randleman,Pete Williams,win,27,232,1001.6,1043.2,1023.98,1020.82
UFC 24: First Defense,Shonie Carter,Brad Gumm,win,28,233,1000.0,1000.0,1020.0,980.0
UFC 24: First Defense,Scott Adams,Ian Freeman,win,28,234,1000.0,1000.0,1020.0,980.0
UFC 24: First Defense,Jens Pulver,David Velasquez,win,28,235,1010.0,1000.0,1029.42,980.58
UFC 24: First Defense,Bob Cook,Tiki Ghosn,win,28,236,1000.0,1000.0,1020.0,980.0
UFC 24: First Defense,Dave Menne,Fabiano Iha,win,28,237,1000.0,982.23,1018.98,963.25
UFC 24: First Defense,Lance Gibson,Jermaine Andre,win,28,238,1000.0,1000.0,1020.0,980.0
UFC 24: First Defense,Tedd Williams,Steve Judson,win,28,239,1000.0,978.78,1018.78,960.0
UFC 25: Ultimate Japan 3,Laverne Clark,Koji Oishi,win,29,240,1056.62,1000.0,1073.39,983.23
UFC 25: Ultimate Japan 3,Ikuhisa Minowa,Joe Slick,win,29,241,1000.0,1021.21,1021.22,999.99
UFC 25: Ultimate Japan 3,Ron Waterman,Satoshi Honma,win,29,242,988.16,1000.0,1008.84,979.32
UFC 25: Ultimate Japan 3,Sanae Kikuta,Eugene Jackson,win,29,243,1000.0,1037.77,1022.17,1015.6
UFC 25: Ultimate Japan 3,Murilo Bustamante,Yoji Anjo,win,29,244,1000.0,980.17,1018.86,961.31
UFC 25: Ultimate Japan 3,Tito Ortiz,Wanderlei Silva,win,29,245,1030.43,1004.33,1048.93,985.83
UFC 26: Ultimate Field Of Dreams,Shonie Carter,Adrian Serrano,win,30,246,1020.0,1000.0,1038.85,981.15
