event,fighter_1,fighter_2,result,event_id,cc_match,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC Fight Night: Edgar vs Faber,Levan Makashvili,Mark Eddiva,win,318,3222,1000.0,1000.1,1020.01,980.09
UFC Fight Night: Edgar vs Faber,Phillipe Nover,Yui Chul Nam,win,318,3223,940.91,1020.01,965.39,995.53
UFC Fight Night: Edgar vs Faber,Neil Magny,Hyun Gyu Lim,win,318,3224,1095.4,1036.57,1112.05,1019.92
UFC Fight Night: Edgar vs Faber,Mark Munoz,Luke Barnatt,win,318,3225,1038.67,1013.4,1057.22,994.85
UFC Fight Night: Edgar vs Faber,Gegard Mousasi,Constantinos Philippou,win,318,3226,1035.55,1056.96,1056.78,1035.73
UFC Fight Night: Edgar vs Faber,Frankie Edgar,Urijah Faber,win,318,3227,1152.5,1101.41,1169.58,1084.33
UFC 187: Johnson vs Cormier,Justin Scoggins,Josh Sampo,win,319,3228,995.3,979.98,1014.42,960.86
UFC 187: Johnson vs Cormier,Islam Makhachev,Leo Kuntz,win,319,3229,1000.0,1000.0,1020.0,980.0
UFC 187: Johnson vs Cormier,Colby Covington,Mike Pyle,win,319,3230,1038.79,1070.9,1060.63,1049.06
UFC 187: Johnson vs Cormier,Rafael Natal,Uriah Hall,win,319,3231,1048.89,1025.4,1067.54,1006.75
UFC 187: Johnson vs Cormier,Dong Hyun Kim,Joshua Burkman,win,319,3232,1112.13,991.8,1125.47,978.46
UFC 187: Johnson vs Cormier,John Dodson,Zach Makovsky,win,319,3233,1074.46,1035.94,1092.25,1018.15
UFC 187: Johnson vs Cormier,Joseph Benavidez,John Moraga,win,319,3234,1102.23,1061.74,1119.91,1044.06
UFC 187: Johnson vs Cormier,Andrei Arlovski,Travis Browne,win,319,3235,1140.65,1099.54,1158.29,1081.9
UFC 187: Johnson vs Cormier,Donald Cerrone,John Makdessi,win,319,3236,1194.82,1051.56,1207.01,1039.37
UFC 187: Johnson vs Cormier,Chris Weidman,Vitor Belfort,win,319,3237,1178.04,1142.23,1195.99,1124.28
UFC 187: Johnson vs Cormier,Daniel Cormier,Anthony Johnson,win,319,3238,1073.22,1123.48,1096.09,1100.61
UFC Fight Night: Condit vs Alves,Tom Breese,Luiz Dutra,win,320,3239,1000.0,980.0,1018.85,961.15
UFC Fight Night: Condit vs Alves,Juliana Lima,Ericka Almeida,win,320,3240,1001.15,1000.0,1021.08,980.07
UFC Fight Night: Condit vs Alves,Mirsad Bektic,Lucas Martins,win,320,3241,1038.85,1023.74,1057.98,1004.61
UFC Fight Night: Condit vs Alves,Nicolas Dalby,Elizeu Zaleski dos Santos,win,320,3242,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Condit vs Alves,Jussier Formiga,Wilson Reis,win,320,3243,1029.92,1038.12,1050.39,1017.65
UFC Fight Night: Condit vs Alves,Rony Jason,Damon Jackson,nc,320,3244,1035.68,978.27,1035.68,978.27
UFC Fight Night: Condit vs Alves,Darren Till,Wendell Oliveira Marques,win,320,3245,1000.0,978.92,1018.79,960.13
UFC Fight Night: Condit vs Alves,Francisco Trinaldo,Norman Parke,win,320,3246,1052.73,1045.06,1072.29,1025.5
UFC Fight Night: Condit vs Alves,Francimar Barroso,Ryan Jimmo,win,320,3247,997.84,1005.54,1018.28,985.1
UFC Fight Night: Condit vs Alves,Alex Oliveira,KJ Noons,win,320,3248,982.23,1029.71,1004.95,1006.99
UFC Fight Night: Condit vs Alves,Charles Oliveira,Nik Lentz,win,320,3249,1065.78,1089.14,1087.12,1067.8
UFC Fight Night: Condit vs Alves,Carlos Condit,Thiago Alves,win,320,3250,1062.21,1125.47,1085.81,1101.87
UFC Fight Night: Boetsch vs Henderson,Jose Quinonez,Leonardo Morales,win,321,3251,980.0,980.0,1000.0,960.0
UFC Fight Night: Boetsch vs Henderson,Jake Collier,Ricardo Abreu,win,321,3252,978.85,1020.0,1001.21,997.64
UFC Fight Night: Boetsch vs Henderson,Joe Proctor,Justin Edwards,win,321,3253,1016.25,962.96,1033.21,946.0
UFC Fight Night: Boetsch vs Henderson,Chris Wade,Christos Giagos,win,321,3254,1041.08,1001.02,1058.78,983.32
UFC Fight Night: Boetsch vs Henderson,Omari Akhmedov,Brian Ebersole,win,321,3255,1020.84,1056.3,1042.87,1034.27
UFC Fight Night: Boetsch vs Henderson,Shawn Jordan,Derrick Lewis,win,321,3256,1043.87,1036.81,1063.46,1017.22
UFC Fight Night: Boetsch vs Henderson,Francisco Rivera,Alex Caceres,win,321,3257,1004.38,1005.35,1024.44,985.29
UFC Fight Night: Boetsch vs Henderson,Anthony Birchak,Joe Soto,win,321,3258,978.85,984.66,999.18,964.33
UFC Fight Night: Boetsch vs Henderson,Brian Ortega,Thiago Tavares,win,321,3259,1000.0,1079.4,1024.49,1054.91
UFC Fight Night: Boetsch vs Henderson,Dustin Poirier,Yancy Medeiros,win,321,3260,1099.18,1014.24,1114.39,999.03
UFC Fight Night: Boetsch vs Henderson,Ben Rothwell,Matt Mitrione,win,321,3261,1031.54,1099.16,1055.38,1075.32
UFC Fight Night: Boetsch vs Henderson,Dan Henderson,Tim Boetsch,win,321,3262,1023.07,1047.57,1044.48,1026.16
UFC 188: Velasquez vs Werdum,Gabriel Benitez,Clay Collard,win,322,3263,1020.0,1003.18,1039.03,984.15
UFC 188: Velasquez vs Werdum,Cathal Pendred,Augusto Montano,win,322,3264,1057.68,1018.93,1075.46,1001.15
UFC 188: Velasquez vs Werdum,Johnny Case,Francisco Trevino,win,322,3265,1037.78,1019.08,1056.7,1000.16
UFC 188: Velasquez vs Werdum,Patrick Williams,Alejandro Perez,win,322,3266,980.0,1020.0,1002.29,997.71
UFC 188: Velasquez vs Werdum,Efrain Escudero,Drew Dober,win,322,3267,982.71,981.96,1002.67,962.0
UFC 188: Velasquez vs Werdum,Henry Cejudo,Chico Camus,win,322,3268,1041.52,1018.26,1060.18,999.6
UFC 188: Velasquez vs Werdum,Tecia Pennington,Angela Hill,win,322,3269,1020.0,1020.0,1040.0,1000.0
UFC 188: Velasquez vs Werdum,Yair Rodriguez,Charles Rosa,win,322,3270,1020.0,1003.22,1039.03,984.19
UFC 188: Velasquez vs Werdum,Kelvin Gastelum,Nate Marquardt,win,322,3271,1077.84,1056.84,1096.63,1038.05
UFC 188: Velasquez vs Werdum,Eddie Alvarez,Gilbert Melendez,win,322,3272,988.04,998.67,1008.65,978.06
UFC 188: Velasquez vs Werdum,Fabricio Werdum,Cain Velasquez,win,322,3273,1114.4,1180.9,1138.18,1157.12
UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus,Yuta Sasaki,win,323,3274,1020.0,999.52,1038.82,980.7
UFC Fight Night: Jedrzejczyk vs Penne,Magomed Mustafaev,Piotr Hallmann,win,323,3275,1000.0,1005.49,1020.32,985.17
UFC Fight Night: Jedrzejczyk vs Penne,Scott Askham,Antonio Dos Santos,win,323,3276,981.23,978.1,1001.05,958.28
UFC Fight Night: Jedrzejczyk vs Penne,Noad Lahat,Niklas Backstrom,win,323,3277,1000.86,1000.16,1020.82,980.2
UFC Fight Night: Jedrzejczyk vs Penne,Arnold Allen,Alan Omer,win,323,3278,1000.0,980.0,1018.85,961.15
UFC Fight Night: Jedrzejczyk vs Penne,Mairbek Taisumov,Alan Patrick,win,323,3279,1037.88,1042.04,1058.12,1021.8
UFC Fight Night: Jedrzejczyk vs Penne,Makwan Amirkhani,Masio Fullen,win,323,3280,1016.62,1020.0,1036.81,999.81
UFC Fight Night: Jedrzejczyk vs Penne,Nick Hein,Lukasz Sajewski,win,323,3281,1000.06,1000.0,1020.06,980.0
UFC Fight Night: Jedrzejczyk vs Penne,Peter Sobotta,Steve Kennedy,win,323,3282,966.88,1000.0,988.78,978.1
UFC Fight Night: Jedrzejczyk vs Penne,Tatsuya Kawajiri,Dennis Siver,win,323,3283,1001.79,1075.42,1025.97,1051.24
UFC Fight Night: Jedrzejczyk vs Penne,Joanna Jedrzejczyk,Jessica Penne,win,323,3284,1058.85,1020.0,1076.62,1002.23
UFC Fight Night: Machida vs Romero,Sirwan Kakai,Danny Martinez,win,324,3285,1000.0,960.09,1017.71,942.38
UFC Fight Night: Machida vs Romero,Tony Sims,Steve Montgomery,win,324,3286,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Machida vs Romero,Leandro Silva,Lewis Gonzalez,win,324,3287,983.32,1000.0,1004.28,979.04
UFC Fight Night: Machida vs Romero,Alex Oliveira,Joe Merritt,win,324,3288,1004.95,1000.0,1024.67,980.28
UFC Fight Night: Machida vs Romero,Hacran Dias,Levan Makashvili,win,324,3289,1013.52,1020.01,1033.89,999.64
UFC Fight Night: Machida vs Romero,Thiago Santos,Steve Bosse,win,324,3290,1002.22,1000.0,1022.09,980.13
UFC Fight Night: Machida vs Romero,Antonio Carlos Junior,Eddie Gordon,win,324,3291,1000.18,978.86,1018.95,960.09
UFC Fight Night: Machida vs Romero,Lorenz Larkin,Santiago Ponzinibbio,win,324,3292,980.67,1024.6,1003.19,1002.08
UFC Fight Night: Machida vs Romero,Yoel Romero,Lyoto Machida,win,324,3293,1103.66,1125.86,1124.94,1104.58
UFC 189: Mendes vs McGregor,Cody Pfister,Yosdenis Cedeno,win,325,3294,978.85,982.23,999.04,962.04
UFC 189: Mendes vs McGregor,Louis Smolka,Neil Seery,win,325,3295,1022.55,1022.66,1042.56,1002.65
UFC 189: Mendes vs McGregor,Cody Garbrandt,Henry Briones,win,325,3296,1021.8,1020.0,1041.7,1000.1
UFC 189: Mendes vs McGregor,John Howard,Cathal Pendred,win,325,3297,985.21,1075.46,1010.29,1050.38
UFC 189: Mendes vs McGregor,Alex Garcia,Mike Swick,win,325,3298,1019.98,1083.8,1043.61,1060.17
UFC 189: Mendes vs McGregor,Matt Brown,Tim Means,win,325,3299,1087.31,1058.12,1105.63,1039.8
UFC 189: Mendes vs McGregor,Thomas Almeida,Brad Pickett,win,325,3300,1039.77,981.95,1056.47,965.25
UFC 189: Mendes vs McGregor,Gunnar Nelson,Brandon Thatch,win,325,3301,1053.48,1024.41,1071.81,1006.08
UFC 189: Mendes vs McGregor,Jeremy Stephens,Dennis Bermudez,win,325,3302,1018.32,1092.4,1042.52,1068.2
UFC 189: Mendes vs McGregor,Robbie Lawler,Rory MacDonald,win,325,3303,1129.65,1137.49,1150.1,1117.04
UFC 189: Mendes vs McGregor,Conor McGregor,Chad Mendes,win,325,3304,1105.92,1117.61,1126.59,1096.94
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Willie Gates,Darrell Montague,win,326,3305,982.54,964.12,1001.48,945.18
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,George Sullivan,Dominic Waters,win,326,3306,1021.01,1000.0,1039.8,981.21
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Trevor Smith,Dan Miller,win,326,3307,989.62,995.77,1009.97,975.42
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jerrod Sanders,Russell Doane,win,326,3308,978.85,1021.54,1001.3,999.09
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Josh Samman,Caio Magalhaes,win,326,3309,1040.0,1058.15,1061.04,1037.11
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Maximo Blanco,Mike de la Torre,win,326,3310,1007.52,1004.41,1027.34,984.59
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michelle Waterson-Gomez,Angela Magana,win,326,3311,1000.0,980.0,1018.85,961.15
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jorge Masvidal,Cezar Ferreira,win,326,3312,1057.67,1031.29,1076.15,1012.81
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michael Graves,Vicente Luque,win,326,3313,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Kamaru Usman,Hayder Hassan,win,326,3314,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Stephen Thompson,Jake Ellenberger,win,326,3315,1077.06,1074.98,1096.94,1055.1
UFC Fight Night: Mir vs Duffee,Lyman Good,Andrew Craig,win,327,3316,1000.0,1001.85,1020.11,981.74
UFC Fight Night: Mir vs Duffee,Kevin Casey,Ildemar Alcantara,win,327,3317,980.0,1030.57,1002.89,1007.68
UFC Fight Night: Mir vs Duffee,Sean Strickland,Igor Araujo,win,327,3318,1020.08,1019.7,1040.06,999.72
UFC Fight Night: Mir vs Duffee,Rani Yahya,Masanori Kanehara,win,327,3319,1046.75,1021.54,1065.3,1002.99
UFC Fight Night: Mir vs Duffee,Jessica Andrade,Sarah Moras,win,327,3320,1017.81,1020.0,1037.94,999.87
UFC Fight Night: Mir vs Duffee,Sam Sicilia,Yaotzin Meza,win,327,3321,1004.23,1001.89,1024.1,982.02
UFC Fight Night: Mir vs Duffee,Alan Jouban,Matt Dwyer,win,327,3322,1021.2,1000.19,1039.99,981.4
UFC Fight Night: Mir vs Duffee,Kevin Lee,James Moontasri,win,327,3323,1041.29,1001.15,1058.99,983.45
UFC Fight Night: Mir vs Duffee,Manvel Gamburyan,Scott Jorgensen,win,327,3324,994.67,959.55,1012.66,941.56
UFC Fight Night: Mir vs Duffee,Holly Holm,Marion Reneau,win,327,3325,1021.08,1040.01,1042.17,1018.92
UFC Fight Night: Mir vs Duffee,Tony Ferguson,Josh Thomson,win,327,3326,1129.97,1011.97,1143.43,998.51
UFC Fight Night: Mir vs Duffee,Frank Mir,Todd Duffee,win,327,3327,1058.74,1040.97,1077.72,1021.99
UFC Fight Night: Bisping vs Leites,Daniel Omielanczuk,Chris de la Rocha,win,328,3328,978.93,1000.0,1000.14,978.79
UFC Fight Night: Bisping vs Leites,Jimmie Rivera,Marcus Brimage,win,328,3329,1000.0,1009.58,1020.55,989.03
UFC Fight Night: Bisping vs Leites,Robert Whiteford,Paul Redmond,win,328,3330,1001.79,981.15,1020.6,962.34
UFC Fight Night: Bisping vs Leites,Mickael Lebout,Teemu Packalen,win,328,3331,981.28,1000.0,1002.36,978.92
UFC Fight Night: Bisping vs Leites,Ilir Latifi,Hans Stringer,win,328,3332,1000.55,1000.27,1020.53,980.29
UFC Fight Night: Bisping vs Leites,Paddy Holohan,Vaughan Lee,win,328,3333,1017.7,982.1,1035.66,964.14
UFC Fight Night: Bisping vs Leites,Stevie Ray,Leonardo Mafra,win,328,3334,1018.85,985.07,1036.91,967.01
UFC Fight Night: Bisping vs Leites,Leon Edwards,Pawel Pawlak,win,328,3335,1002.29,996.97,1021.98,977.28
UFC Fight Night: Bisping vs Leites,Joanne Wood,Cortney Casey,win,328,3336,998.85,1000.0,1018.92,979.93
UFC Fight Night: Bisping vs Leites,Joe Duffy,Ivan Jorge,win,328,3337,1017.71,1015.8,1037.6,995.91
UFC Fight Night: Bisping vs Leites,Evan Dunham,Ross Pearson,win,328,3338,1040.08,1069.57,1061.77,1047.88
UFC Fight Night: Bisping vs Leites,Michael Bisping,Thales Leites,win,328,3339,1108.39,1129.03,1129.58,1107.84
UFC on FOX: Dillashaw vs. Barao II,Zak Cummings,Dominique Steele,win,329,3340,1020.69,1000.0,1039.5,981.19
UFC on FOX: Dillashaw vs. Barao II,Elizabeth Phillips,Jessamyn Duke,win,329,3341,961.15,978.78,982.16,957.77
UFC on FOX: Dillashaw vs. Barao II,Andrew Holbrook,Ramsey Nijem,win,329,3342,1000.0,1017.04,1020.98,996.06
UFC on FOX: Dillashaw vs. Barao II,James Krause,Daron Cruickshank,win,329,3343,982.48,1029.46,1005.17,1006.77
UFC on FOX: Dillashaw vs. Barao II,Bryan Caraway,Eddie Wineland,win,329,3344,1041.9,994.26,1059.17,976.99
UFC on FOX: Dillashaw vs. Barao II,Ben Saunders,Kenny Robertson,win,329,3345,1059.9,1033.19,1078.37,1014.72
UFC on FOX: Dillashaw vs. Barao II,Jim Miller,Danny Castillo,win,329,3346,1107.8,1030.5,1123.42,1014.88
UFC on FOX: Dillashaw vs. Barao II,Tom Lawlor,Gian Villante,win,329,3347,1018.27,1023.34,1038.56,1003.05
UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon,Takanori Gomi,win,329,3348,1056.51,1008.0,1073.74,990.77
UFC on FOX: Dillashaw vs. Barao II,Edson Barboza,Paul Felder,win,329,3349,1098.86,1042.94,1115.67,1026.13
UFC on FOX: Dillashaw vs. Barao II,Miesha Tate,Jessica Eye,win,329,3350,1025.34,1003.32,1044.07,984.59
UFC on FOX: Dillashaw vs. Barao II,TJ Dillashaw,Renan Barao,win,329,3351,1097.75,1123.23,1119.21,1101.77
UFC 190: Rousey vs Correia,Guido Cannetti,Hugo Viana,win,330,3352,980.0,1015.78,1002.05,993.73
UFC 190: Rousey vs Correia,Vitor Miranda,Clint Hester,win,330,3353,1001.15,1053.22,1024.13,1030.24
UFC 190: Rousey vs Correia,Iuri Alcantara,Leandro Issa,win,330,3354,1048.71,1021.19,1067.13,1002.77
UFC 190: Rousey vs Correia,Warlley Alves,Nordine Taleb,win,330,3355,1040.07,1058.73,1061.14,1037.66
UFC 190: Rousey vs Correia,Patrick Cummins,Rafael Cavalcante,win,330,3356,1024.83,987.35,1042.68,969.5
UFC 190: Rousey vs Correia,Demian Maia,Neil Magny,win,330,3357,1126.69,1112.05,1145.85,1092.89
UFC 190: Rousey vs Correia,Claudia Gadelha,Jessica Aguilar,win,330,3358,1000.0,1000.0,1020.0,980.0
UFC 190: Rousey vs Correia,Antonio Silva,Soa Palelei,win,330,3359,978.28,1036.63,1001.61,1013.3
UFC 190: Rousey vs Correia,Stefan Struve,Antonio Rodrigo Nogueira,win,330,3360,1059.59,1016.39,1077.12,998.86
UFC 190: Rousey vs Correia,Reginaldo Vieira,Dileno Lopes,win,330,3361,1000.0,1000.0,1020.0,980.0
UFC 190: Rousey vs Correia,Glaico Franca Moreira,Fernando Bruno,win,330,3362,1000.0,1000.0,1020.0,980.0
UFC 190: Rousey vs Correia,Mauricio Rua,Rogerio Nogueira,win,330,3363,1004.59,1041.52,1026.71,1019.4
UFC 190: Rousey vs Correia,Ronda Rousey,Bethe Correia,win,330,3364,1094.65,1056.69,1112.47,1038.87
UFC Fight Night: Teixeira vs Saint Preux,Scott Holtzman,Anthony Christodoulou,win,331,3365,1000.0,981.09,1018.91,962.18
UFC Fight Night: Teixeira vs Saint Preux,Marlon Vera,Roman Salazar,win,331,3366,980.0,982.34,1000.13,962.21
UFC Fight Night: Teixeira vs Saint Preux,Jonathan Wilson,Chris Dempsey,win,331,3367,1000.0,1001.25,1020.07,981.18
UFC Fight Night: Teixeira vs Saint Preux,Frankie Saenz,Sirwan Kakai,win,331,3368,1042.95,1017.71,1061.5,999.16
UFC Fight Night: Teixeira vs Saint Preux,Dustin Ortiz,Willie Gates,win,331,3369,1022.77,1001.48,1041.55,982.7
UFC Fight Night: Teixeira vs Saint Preux,Chris Camozzi,Tom Watson,win,331,3370,969.9,970.37,989.93,950.34
UFC Fight Night: Teixeira vs Saint Preux,Uriah Hall,Oluwale Bamgbose,win,331,3371,1006.75,1000.0,1026.36,980.39
UFC Fight Night: Teixeira vs Saint Preux,Ray Borg,Geane Herrera,win,331,3372,1022.26,1000.0,1040.98,981.28
UFC Fight Night: Teixeira vs Saint Preux,Amanda Nunes,Sara McMann,win,331,3373,1035.79,1000.01,1053.74,982.06
UFC Fight Night: Teixeira vs Saint Preux,Jared Rosholt,Timothy Johnson,win,331,3374,1054.48,1020.0,1072.5,1001.98
UFC Fight Night: Teixeira vs Saint Preux,Derek Brunson,Sam Alvey,win,331,3375,1060.7,1044.32,1079.76,1025.26
UFC Fight Night: Teixeira vs Saint Preux,Beneil Dariush,Michael Johnson,win,331,3376,1084.68,1094.99,1105.27,1074.4
UFC Fight Night: Teixeira vs Saint Preux,Glover Teixeira,Ovince Saint Preux,win,331,3377,1070.5,1093.33,1091.81,1072.02
UFC Fight Night: Holloway vs Oliveira,Misha Cirkunov,Daniel Jolly,win,332,3378,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Holloway vs Oliveira,Shane Campbell,Elias Silverio,win,332,3379,981.92,1037.07,1005.07,1013.92
UFC Fight Night: Holloway vs Oliveira,Chris Kelades,Chris Beal,win,332,3380,1000.0,1016.65,1020.96,995.69
UFC Fight Night: Holloway vs Oliveira,Nikita Krylov,Marcos Rogerio de Lima,win,332,3381,1020.99,1036.9,1041.91,1015.98
UFC Fight Night: Holloway vs Oliveira,Felipe Arantes,Yves Jabouin,win,332,3382,1005.66,1012.77,1026.07,992.36
UFC Fight Night: Holloway vs Oliveira,Frankie Perez,Sam Stout,win,332,3383,981.08,991.76,1001.69,971.15
UFC Fight Night: Holloway vs Oliveira,Valerie Letourneau,Maryna Moroz,win,332,3384,1037.71,1021.15,1056.76,1002.1
UFC Fight Night: Holloway vs Oliveira,Olivier Aubin-Mercier,Tony Sims,win,332,3385,1019.93,1020.0,1039.93,1000.0
UFC Fight Night: Holloway vs Oliveira,Francisco Trinaldo,Chad Laprise,win,332,3386,1072.29,1057.9,1091.46,1038.73
UFC Fight Night: Holloway vs Oliveira,Patrick Cote,Joshua Burkman,win,332,3387,1020.16,978.46,1037.77,960.85
UFC Fight Night: Holloway vs Oliveira,Neil Magny,Erick Silva,win,332,3388,1092.89,1053.99,1110.66,1036.22
UFC Fight Night: Holloway vs Oliveira,Max Holloway,Charles Oliveira,win,332,3389,1114.39,1087.12,1132.82,1068.69
UFC 191: Johnson vs Dodson 2,Joaquim Silva,Nazareno Malegarie,win,333,3390,1000.0,1000.0,1020.0,980.0
UFC 191: Johnson vs Dodson 2,Joe Riggs,Ron Stallings,win,333,3391,974.54,1000.38,996.02,978.9
UFC 191: Johnson vs Dodson 2,Tiago dos Santos e Silva,Clay Collard,win,333,3392,997.83,984.15,1017.04,964.94
UFC 191: Johnson vs Dodson 2,Raquel Pennington,Jessica Andrade,win,333,3393,997.78,1037.94,1020.08,1015.64
UFC 191: Johnson vs Dodson 2,John Lineker,Francisco Rivera,win,333,3394,1069.15,1024.44,1086.59,1007.0
UFC 191: Johnson vs Dodson 2,Ross Pearson,Paul Felder,win,333,3395,1047.88,1026.13,1066.63,1007.38
UFC 191: Johnson vs Dodson 2,Paige VanZant,Alex Chambers,win,333,3396,1040.0,1000.0,1057.71,982.29
UFC 191: Johnson vs Dodson 2,Corey Anderson,Jan Blachowicz,win,333,3397,1016.69,1002.51,1035.87,983.33
UFC 191: Johnson vs Dodson 2,Anthony Johnson,Jimi Manuwa,win,333,3398,1100.61,1061.88,1118.39,1044.1
UFC 191: Johnson vs Dodson 2,Andrei Arlovski,Frank Mir,win,333,3399,1158.29,1077.72,1173.73,1062.28
UFC 191: Johnson vs Dodson 2,Demetrious Johnson,John Dodson,win,333,3400,1170.09,1092.25,1185.68,1076.66
UFC Fight Night: Barnett vs Nelson,Shinsho Anzai,Roger Zapata,win,334,3401,980.0,1000.0,1001.15,978.85
UFC Fight Night: Barnett vs Nelson,Kajan Johnson,Naoyuki Kotani,win,334,3402,1001.08,928.0,1016.93,912.15
UFC Fight Night: Barnett vs Nelson,Nick Hein,Yusuke Kasuya,win,334,3403,1020.06,1000.0,1038.91,981.15
UFC Fight Night: Barnett vs Nelson,Keita Nakamura,Li Jingliang,win,334,3404,942.67,1018.97,966.99,994.65
UFC Fight Night: Barnett vs Nelson,Mizuto Hirota,Teruto Ishihara,draw,334,3405,961.94,1000.0,973.03,988.91
UFC Fight Night: Barnett vs Nelson,Diego Brandao,Katsunori Kikuno,win,334,3406,1038.96,1002.3,1056.86,984.4
UFC Fight Night: Barnett vs Nelson,Takeya Mizugaki,George Roop,win,334,3407,1049.16,977.16,1065.07,961.25
UFC Fight Night: Barnett vs Nelson,Kyoji Horiguchi,Chico Camus,win,334,3408,1052.63,999.6,1069.6,982.63
UFC Fight Night: Barnett vs Nelson,Uriah Hall,Gegard Mousasi,win,334,3409,1026.36,1056.78,1048.11,1035.03
UFC Fight Night: Barnett vs Nelson,Josh Barnett,Roy Nelson,win,334,3410,1068.16,1008.97,1084.79,992.34
UFC 192: Cormier vs Gustafsson,Derrick Lewis,Viktor Pesta,win,335,3411,1017.22,1001.15,1036.3,982.07
UFC 192: Cormier vs Gustafsson,Sergio Pettis,Chris Cariaso,win,335,3412,1014.03,1027.25,1034.79,1006.49
UFC 192: Cormier vs Gustafsson,Sage Northcutt,Francisco Trevino,win,335,3413,1000.0,1000.16,1020.01,980.15
UFC 192: Cormier vs Gustafsson,Rose Namajunas,Angela Hill,win,335,3414,980.0,1000.0,1001.15,978.85
UFC 192: Cormier vs Gustafsson,Adriano Martins,Islam Makhachev,win,335,3415,1046.77,1020.0,1065.23,1001.54
UFC 192: Cormier vs Gustafsson,Albert Tumenov,Alan Jouban,win,335,3416,1041.77,1039.99,1061.67,1020.09
UFC 192: Cormier vs Gustafsson,Yair Rodriguez,Dan Hooker,win,335,3417,1039.03,1017.39,1057.79,998.63
UFC 192: Cormier vs Gustafsson,Julianna Pena,Jessica Eye,win,335,3418,1039.93,984.59,1056.77,967.75
UFC 192: Cormier vs Gustafsson,Joseph Benavidez,Ali Bagautinov,win,335,3419,1119.91,1044.39,1135.63,1028.67
UFC 192: Cormier vs Gustafsson,Ruslan Magomedov,Shawn Jordan,win,335,3420,1038.85,1063.46,1060.26,1042.05
UFC 192: Cormier vs Gustafsson,Ryan Bader,Rashad Evans,win,335,3421,1141.0,1183.79,1163.45,1161.34
UFC 192: Cormier vs Gustafsson,Daniel Cormier,Alexander Gustafsson,win,335,3422,1096.09,1102.51,1116.46,1082.14
UFC Fight Night: Holohan vs Smolka,Garreth McLellan,Bubba Bush,win,336,3423,980.0,1000.0,1001.15,978.85
UFC Fight Night: Holohan vs Smolka,Darren Elkins,Robert Whiteford,win,336,3424,1057.4,1020.6,1075.29,1002.71
UFC Fight Night: Holohan vs Smolka,Tom Breese,Cathal Pendred,win,336,3425,1018.85,1050.38,1040.66,1028.57
UFC Fight Night: Holohan vs Smolka,Krzysztof Jotko,Scott Askham,win,336,3426,1017.78,1001.05,1036.82,982.01
UFC Fight Night: Holohan vs Smolka,Aisling Daly,Ericka Almeida,win,336,3427,997.71,980.07,1016.7,961.08
UFC Fight Night: Holohan vs Smolka,Stevie Ray,Mickael Lebout,win,336,3428,1036.91,1002.36,1054.93,984.34
UFC Fight Night: Holohan vs Smolka,Neil Seery,Jon Delos Reyes,win,336,3429,1002.65,984.03,1021.58,965.1
UFC Fight Night: Holohan vs Smolka,Nicolas Dalby,Darren Till,draw,336,3430,1020.0,1018.79,1029.97,1008.82
UFC Fight Night: Holohan vs Smolka,Norman Parke,Reza Madadi,win,336,3431,1025.5,1019.34,1045.15,999.69
UFC Fight Night: Holohan vs Smolka,Louis Smolka,Paddy Holohan,win,336,3432,1042.56,1035.66,1062.16,1016.06
UFC Fight Night: Belfort vs Henderson 3,Matheus Nicolau,Bruno Korea,win,337,3433,1000.0,1000.0,1020.0,980.0
UFC Fight Night: Belfort vs Henderson 3,Jimmie Rivera,Pedro Munhoz,win,337,3434,1020.55,1005.5,1039.68,986.37
UFC Fight Night: Belfort vs Henderson 3,Viscardi Andrade,Gasan Umalatov,win,337,3435,998.85,981.19,1017.83,962.21
UFC Fight Night: Belfort vs Henderson 3,Chas Skelly,Edimilson Souza,win,337,3436,1040.02,1060.47,1061.2,1039.29
UFC Fight Night: Belfort vs Henderson 3,Thiago Tavares,Clay Guida,win,337,3437,1054.91,1069.96,1075.78,1049.09
UFC Fight Night: Belfort vs Henderson 3,Johnny Case,Yan Cabral,win,337,3438,1056.7,1015.37,1074.33,997.74
UFC Fight Night: Belfort vs Henderson 3,Abel Trujillo,Gleison Tibau,win,337,3439,1023.79,1100.2,1048.12,1075.87
